,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Response,Amount,TotalPurchases,Age,Years_Since_Registration,Cluster_labels
1792,7960,2n Cycle,Together,82122.0,0,0,89,1,0,0,1382,26,62,10.42299794661191,High
1793,1250,Graduation,Single,37697.0,1,0,82,6,0,0,84,7,48,9.544147843942506,Low
1794,9905,Graduation,Together,34074.0,1,1,69,6,0,0,255,14,72,10.513347022587268,Low
1795,10691,Master,Married,28520.0,1,1,55,6,0,0,43,5,64,10.5927446954141,High
1796,7002,Graduation,Single,62535.0,0,1,13,3,0,0,398,14,69,10.855578370978781,Average
1797,2952,Master,Single,36273.0,1,0,80,6,0,0,76,8,47,9.754962354551678,Low
1798,8439,Graduation,Together,63404.0,0,2,97,4,0,0,902,15,60,9.61533196440794,High
1799,762,2n Cycle,Together,75774.0,1,0,27,4,0,0,823,21,43,9.946611909650924,Low
1800,2831,Graduation,Together,78416.0,0,1,99,3,0,0,1179,26,48,9.557837097878165,Average
1801,6977,Graduation,Together,75702.0,0,1,87,6,0,0,1921,29,50,11.2580424366872,Average
1802,6289,Master,Together,59385.0,1,1,85,5,0,0,185,10,73,10.72142368240931,High
1803,4168,Graduation,Single,37070.0,1,1,30,7,0,1,433,23,58,10.82819986310746,High
1804,8397,Graduation,Married,44689.0,1,1,82,7,0,0,34,6,73,9.295003422313483,Low
1805,9284,Graduation,Together,53977.0,0,1,21,5,0,0,907,27,66,10.447638603696099,Low
1806,6237,PhD,Single,7144.0,0,2,92,0,0,0,416,25,58,10.516084873374401,Low
1807,3130,Graduation,Single,18701.0,1,1,95,5,0,0,44,10,60,10.781656399726215,Low
1808,1619,Graduation,Married,90369.0,0,0,2,1,0,1,1588,17,68,9.722108145106091,Low
1809,1990,PhD,Single,63159.0,0,0,74,3,0,0,1797,17,50,11.685147159479808,Average
1810,5513,Graduation,Together,37758.0,1,1,49,8,0,0,40,6,58,11.770020533880903,Low
1811,269,PhD,Single,46757.0,0,1,71,9,0,0,1143,21,61,11.16769336071184,Low
1812,8093,Master,Married,79734.0,0,0,72,1,0,0,914,14,55,9.555099247091034,Low
1813,10513,Graduation,Together,63207.0,0,0,68,7,0,0,1502,12,32,10.989733059548255,High
1814,10177,Graduation,Divorced,72071.0,0,1,4,2,0,0,1338,20,70,10.921286789869953,Average
1815,2549,PhD,Together,21840.0,1,0,80,9,0,0,27,5,41,10.491444216290212,High
1816,5782,2n Cycle,Together,58582.0,0,1,15,5,0,0,763,22,42,10.302532511978097,Average
1817,10057,Graduation,Single,72282.0,0,0,70,7,0,1,1331,22,73,10.496919917864476,Average
1818,10307,Graduation,Married,50387.0,0,2,91,5,0,0,525,19,68,10.379192334017796,Average
1819,8566,PhD,Together,32583.0,1,1,10,7,0,0,9,4,63,9.59069130732375,High
1820,2415,Graduation,Together,62568.0,0,1,99,4,0,0,953,16,62,9.538672142368242,High
1821,5684,Master,Divorced,44635.0,1,1,25,7,0,0,68,7,53,10.184804928131417,Low
1822,8334,Master,Single,33316.0,1,1,34,6,0,0,131,10,53,10.770704996577686,High
1823,9166,Graduation,Married,63967.0,0,1,57,2,0,0,882,23,56,10.35728952772074,Average
1824,1440,2n Cycle,Together,52513.0,0,0,84,7,0,0,1149,25,46,11.772758384668036,High
1825,78,Graduation,Married,25293.0,1,0,51,8,0,0,37,5,55,10.338124572210814,Average
1826,5441,PhD,Widow,54111.0,0,1,97,5,0,0,388,15,59,10.395619438740589,Average
1827,5302,Graduation,Together,78394.0,0,0,13,2,0,1,1428,16,38,10.91854893908282,Average
1828,4687,Master,Married,80739.0,0,0,92,1,0,0,1633,24,66,10.652977412731007,Average
1829,1087,Master,Together,22669.0,1,0,30,9,0,1,173,10,49,10.655715263518138,Low
1830,6859,Graduation,Single,29236.0,1,0,30,9,0,0,99,9,37,10.43668720054757,High
1831,9860,Graduation,Together,44911.0,0,1,11,7,0,0,215,12,65,10.841889117043122,Average
1832,7129,PhD,Married,54693.0,0,1,72,6,0,0,929,31,62,10.913073237508556,Low
1833,5866,Graduation,Together,48186.0,1,0,39,7,0,0,219,12,50,9.828884325804244,Average
1834,10521,Graduation,Married,54809.0,1,1,0,4,0,1,174,12,47,10.18754277891855,High
1835,7393,Graduation,Together,41580.0,1,1,15,5,0,0,92,9,46,11.263518138261464,Low
1836,7849,PhD,Married,80336.0,0,0,12,1,0,0,1052,25,54,10.354551676933607,Average
1837,332,Graduation,Married,47743.0,0,1,56,6,0,0,275,14,67,10.822724161533197,Average
1838,9847,2n Cycle,Married,62972.0,0,1,39,6,0,0,587,16,69,11.860369609856264,Low
1839,531,PhD,Divorced,57333.0,0,1,55,6,0,1,1662,33,70,11.318275154004107,High
1840,9576,PhD,Together,32313.0,1,0,60,9,0,0,159,11,42,10.206707734428473,High
1841,6906,Master,Widow,84953.0,0,0,73,2,0,1,1024,18,71,10.86652977412731,High
1842,7419,Master,Divorced,27071.0,1,0,90,6,0,0,35,7,56,9.735797399041752,Average
1843,3170,Master,Together,68148.0,0,0,86,2,0,0,1042,15,67,10.379192334017796,High
1844,8527,Master,Together,65735.0,1,1,37,7,0,0,395,19,59,10.516084873374401,Average
1845,7872,PhD,Married,86836.0,0,0,7,5,0,1,557,23,49,11.104722792607802,Low
1846,9931,PhD,Married,4023.0,1,1,29,19,0,0,9,15,61,9.568788501026694,Low
1847,10595,Graduation,Married,30093.0,0,0,19,7,0,0,69,6,34,10.444900752908966,Low
1848,4609,PhD,Married,57705.0,0,1,14,6,0,0,486,18,58,9.210130047912388,High
1849,5010,Graduation,Single,25008.0,1,0,72,8,0,0,34,6,36,9.95482546201232,High
1850,4427,2n Cycle,Single,83257.0,0,0,56,6,1,1,1365,28,29,11.329226557152635,Average
1851,11148,Graduation,Together,22280.0,1,0,85,8,0,0,13,4,49,10.663928815879535,Average
1852,1168,PhD,Married,72159.0,0,0,62,2,0,0,1401,21,46,11.21697467488022,Average
1853,9595,Graduation,Together,64260.0,0,0,1,3,0,1,1574,14,63,10.209445585215606,Average
1854,10163,PhD,Single,82733.0,0,0,28,4,0,1,1323,20,40,10.272416153319645,High
1855,2886,Master,Divorced,74290.0,0,1,70,6,0,0,1217,32,53,10.108145106091717,Low
1856,6710,Master,Single,58217.0,2,1,84,6,0,0,103,7,73,11.16495550992471,Low
1857,5316,Master,Together,21024.0,0,0,89,7,0,0,84,7,48,10.778918548939084,High
1858,9029,PhD,Married,70116.0,0,0,73,1,0,0,1536,23,52,10.973305954825461,Low
1859,521,Graduation,Together,54006.0,1,0,42,7,0,0,581,18,39,11.329226557152635,Low
1860,1459,PhD,Married,69063.0,0,1,16,3,0,0,928,14,58,11.51813826146475,Average
1861,10241,2n Cycle,Divorced,11448.0,0,0,16,6,0,0,14,4,49,10.088980150581794,Average
1862,1630,Graduation,Single,61825.0,0,1,56,4,0,0,424,15,45,10.52703627652293,Low
1863,3254,Graduation,Married,70886.0,1,0,65,2,0,0,960,14,53,10.258726899383984,Average
1864,9064,Graduation,Married,69109.0,0,0,10,4,0,1,1555,20,42,11.34839151266256,Average
1865,3678,Graduation,Widow,60208.0,1,1,13,7,0,1,656,29,51,11.520876112251882,High
1866,4227,Master,Together,32889.0,1,1,78,5,0,0,55,9,56,10.60643394934976,Low
1867,9467,Graduation,Single,34738.0,1,0,51,6,0,0,20,5,40,9.19917864476386,Average
1868,8486,Master,Together,30538.0,1,0,27,10,0,0,367,17,53,12.019164955509925,Low
1869,2186,2n Cycle,Together,82326.0,0,0,30,2,0,1,2257,22,47,9.289527720739219,High
1870,3286,PhD,Divorced,26642.0,1,0,71,6,0,0,42,7,57,10.036960985626283,Average
1871,8602,Graduation,Divorced,69932.0,0,1,97,4,0,0,1049,26,60,10.113620807665983,Low
1872,3722,Graduation,Single,44503.0,1,1,83,6,0,0,48,7,52,9.754962354551678,Low
1873,6715,PhD,Single,60200.0,0,1,3,6,0,0,685,25,76,10.956878850102669,High
1874,4796,Graduation,Divorced,49638.0,0,1,71,2,0,0,39,5,72,9.74674880219028,Average
1875,9612,2n Cycle,Single,23830.0,0,0,3,7,0,0,43,5,37,9.544147843942506,High
1876,3766,Master,Widow,33051.0,0,0,15,9,0,1,835,21,65,11.419575633127995,Low
1877,1399,Graduation,Married,72905.0,0,0,52,1,0,0,1515,20,66,9.987679671457906,Low
1878,1570,PhD,Together,69702.0,0,1,8,4,0,0,1039,26,73,10.907597535934292,Low
1879,3426,Graduation,Divorced,70300.0,1,0,89,8,0,0,1596,26,49,10.507871321013004,High
1880,3074,PhD,Married,70643.0,0,0,66,6,0,1,1828,18,40,11.255304585900069,High
1881,8341,PhD,Married,30396.0,1,0,22,7,0,1,34,6,55,9.716632443531827,High
1882,5180,PhD,Divorced,50616.0,0,1,56,7,0,0,149,10,56,9.749486652977414,Average
1883,6461,Master,Single,62772.0,0,1,74,2,0,0,946,23,55,10.663928815879535,Average
1884,7679,PhD,Single,30298.0,0,0,48,3,0,0,28,6,39,9.664613278576317,Average
1885,10702,Graduation,Single,52413.0,1,0,67,7,0,0,450,17,40,11.852156057494867,Average
1886,7505,PhD,Married,44155.0,1,1,24,4,0,0,46,5,67,9.99315537303217,Low
1887,5113,PhD,Divorced,86979.0,0,0,67,2,0,1,1702,16,53,10.518822724161533,Low
1888,10858,Graduation,Together,76532.0,1,1,38,5,0,0,820,25,49,10.354551676933607,High
1889,2961,Graduation,Married,42081.0,1,0,86,6,0,0,382,15,42,10.888432580424366,High
1890,2747,PhD,Married,67546.0,0,0,90,3,0,0,2126,20,36,11.378507871321013,High
1891,3010,Master,Together,88420.0,0,0,87,1,0,0,2069,20,35,9.946611909650924,High
1892,5790,Graduation,Married,31158.0,1,0,62,8,0,0,72,7,39,10.97056810403833,High
1893,6892,Graduation,Divorced,61671.0,0,1,23,8,0,0,732,28,56,9.867214236824093,Average
1894,1743,Graduation,Single,69719.0,0,0,99,1,0,0,801,11,50,9.645448323066393,Average
1895,3578,Graduation,Divorced,49160.0,0,1,29,6,0,0,236,12,75,10.242299794661191,Average
1896,8462,Basic,Together,24882.0,1,0,52,6,0,0,80,5,46,11.353867214236825,Average
1897,5558,PhD,Single,90933.0,0,0,90,1,0,0,1685,15,70,9.79876796714579,High
1899,8780,PhD,Together,59292.0,0,1,71,3,0,0,507,18,74,10.595482546201232,Average
1900,10789,PhD,Married,45759.0,1,1,13,7,0,0,68,7,60,10.896646132785763,Average
1901,10779,Graduation,Single,22148.0,0,0,16,7,0,0,49,5,41,9.763175906913073,Low
1902,5896,Master,Married,73395.0,0,0,94,2,0,0,397,15,37,9.834360027378509,Low
1903,2337,Graduation,Divorced,29819.0,1,0,77,6,0,0,39,9,53,10.231348391512663,Average
1904,10951,Graduation,Married,45688.0,0,1,20,4,0,0,306,14,56,9.976728268309378,High
1905,544,Graduation,Married,62820.0,0,0,51,1,0,0,976,14,70,10.198494182067078,High
1906,17,PhD,Married,60491.0,0,1,81,5,0,0,1028,28,53,10.60643394934976,Average
1907,10680,Graduation,Together,33235.0,1,0,71,7,0,0,70,7,38,9.711156741957563,High
1908,3265,Graduation,Married,35701.0,0,0,36,6,0,0,46,5,65,10.830937713894592,Low
1909,5623,Master,Married,31535.0,1,0,95,7,0,0,51,5,44,10.30800821355236,Low
1910,5832,2n Cycle,Together,92556.0,0,0,32,0,0,0,1263,21,64,9.744010951403148,High
1911,5544,Graduation,Single,67384.0,0,1,32,5,0,0,1490,22,54,11.266255989048597,High
1912,6417,Master,Together,80573.0,0,0,85,2,0,0,1564,24,53,11.2580424366872,Average
1913,5831,Graduation,Married,77870.0,0,1,93,8,0,1,1815,18,57,11.403148528405202,High
1914,7101,PhD,Widow,52278.0,0,1,24,8,0,0,1198,31,61,10.976043805612594,High
1915,10176,Graduation,Single,57107.0,0,1,44,8,0,1,416,23,56,11.397672826830938,Average
1916,2326,Graduation,Married,18929.0,0,0,15,6,0,0,85,6,34,10.915811088295689,High
1917,4385,PhD,Single,36038.0,1,0,82,6,0,0,47,8,43,10.63107460643395,Average
1918,2929,Graduation,Single,20180.0,0,0,27,7,0,0,137,8,48,10.904859685147159,Low
1919,10686,PhD,Together,34230.0,1,1,72,7,0,0,21,4,59,11.058179329226558,Average
1920,2546,2n Cycle,Single,31878.0,0,1,7,3,0,0,70,6,47,9.571526351813826,High
1921,3283,2n Cycle,Married,70932.0,0,1,57,3,0,0,909,22,52,9.99315537303217,Low
1922,3138,Graduation,Single,91249.0,0,0,84,4,0,1,1676,22,68,11.241615331964407,Low
1923,4994,Master,Single,77598.0,0,0,53,3,0,0,1735,26,81,11.017111567419576,Low
1924,7966,Graduation,Single,80982.0,1,1,48,5,1,0,1191,30,65,10.461327857631758,Average
1925,3112,Master,Married,22701.0,1,0,2,5,0,0,24,5,47,10.691307323750856,Average
1926,10872,PhD,Married,55212.0,0,1,65,8,0,0,1182,20,55,11.148528405201917,Low
1927,2181,Graduation,Married,70617.0,0,0,45,2,0,0,1280,14,54,10.568104038329912,Average
1928,1867,Graduation,Single,64849.0,0,0,42,5,0,1,1336,19,67,11.175906913073238,High
1929,1518,Master,Married,62694.0,1,1,29,7,0,0,749,24,59,10.584531143052704,Low
1930,5734,PhD,Married,61917.0,1,1,83,5,0,0,91,7,50,10.157426420260096,Average
1931,2878,PhD,Married,67472.0,0,1,93,3,0,0,414,15,77,10.302532511978097,Low
1932,1458,Master,Married,21059.0,1,0,40,6,0,0,44,9,42,9.546885694729637,Average
1933,7007,Master,Married,29543.0,2,0,47,7,0,0,63,8,56,10.03422313483915,Average
1934,6200,Graduation,Married,75903.0,0,1,50,3,0,0,901,23,73,10.453114305270363,Low
1935,1403,2n Cycle,Together,34984.0,1,1,40,7,0,0,38,6,49,11.605749486652977,Low
1936,4827,PhD,Single,54998.0,0,1,3,4,0,1,455,20,68,10.288843258042437,Low
1937,6250,PhD,Widow,54356.0,0,1,62,8,0,1,775,24,75,11.159479808350445,Average
1938,9291,Master,Married,34242.0,0,1,25,5,0,0,15,4,65,9.820670773442847,Average
1939,2478,Graduation,Married,25410.0,1,0,48,4,0,0,38,6,51,10.379192334017796,Average
1940,1139,PhD,Married,73356.0,0,0,56,2,0,1,1512,22,40,9.626283367556468,Average
1941,5138,Graduation,Together,28320.0,0,1,68,8,0,0,43,5,74,11.006160164271048,Average
1942,5393,Graduation,Single,23763.0,1,0,64,7,0,0,42,5,47,11.526351813826146,Low
1943,10413,Graduation,Married,72570.0,0,0,67,1,0,0,1089,23,40,9.730321697467488,High
1944,5015,Master,Married,34529.0,1,0,94,7,0,0,162,9,48,11.340177960301164,High
1945,10868,Graduation,Widow,70792.0,0,0,82,3,0,0,1272,19,73,10.625598904859686,Low
1946,10676,Graduation,Married,63211.0,0,0,3,2,0,1,1173,20,42,11.931553730321697,Low
1947,2495,Master,Married,83891.0,0,1,24,1,0,0,816,22,50,9.57700205338809,High
1948,7842,Graduation,Single,36065.0,1,1,54,8,0,0,74,9,56,10.798083504449007,High
1949,9955,Graduation,Together,39898.0,0,1,20,7,0,0,134,9,70,10.124572210814511,High
1950,6663,PhD,Single,51141.0,0,0,96,5,0,0,157,9,84,10.444900752908966,High
1951,2162,Graduation,Married,56939.0,0,1,19,3,0,0,561,18,48,10.329911019849419,High
1952,3434,Graduation,Single,80872.0,0,0,60,1,0,0,1336,19,73,9.117043121149898,High
1953,7919,PhD,Together,72335.0,0,0,2,8,0,1,2092,23,48,11.427789185489392,High
1954,5626,PhD,Single,61798.0,0,0,13,4,0,0,463,16,60,10.149212867898699,Average
1955,6428,PhD,Widow,76842.0,0,0,37,0,0,0,1130,17,74,9.869952087611225,Low
1956,8514,Graduation,Together,29478.0,1,0,59,6,0,0,20,5,48,9.998631074606434,Low
1957,10448,Graduation,Single,46998.0,0,1,55,7,0,0,377,18,68,11.236139630390143,High
1958,2109,Graduation,Single,96843.0,0,0,60,2,0,1,1544,28,34,10.735112936344969,Low
1959,7530,PhD,Widow,56551.0,1,1,48,4,0,0,138,10,74,9.535934291581109,Low
1960,8925,Master,Married,70053.0,0,1,38,5,0,0,1012,26,59,10.863791923340179,High
1961,3009,PhD,Widow,71670.0,0,0,8,6,0,1,1766,15,62,10.360027378507871,Low
1962,6355,Graduation,Married,44359.0,1,1,19,3,0,0,45,9,46,9.585215605749486,Average
1963,3517,Graduation,Single,40887.0,1,1,32,9,0,1,161,10,72,10.617385352498289,Low
1964,1158,Graduation,Divorced,48877.0,0,1,27,7,0,0,144,8,58,9.713894592744696,Average
1965,6203,Graduation,Together,74485.0,0,0,58,3,0,0,1734,26,77,10.39835728952772,Average
1966,7165,Graduation,Together,64474.0,0,1,59,5,0,0,823,22,52,10.236824093086927,High
1967,3595,Graduation,Together,77226.0,0,1,29,3,0,0,1138,28,61,9.883641341546886,Average
1968,8537,Graduation,Widow,72643.0,0,0,60,2,0,1,1429,21,75,10.885694729637235,Average
1969,4331,Master,Together,85738.0,0,0,41,1,0,0,1371,21,46,9.982203969883642,Low
1970,6281,Graduation,Divorced,55686.0,0,1,27,4,0,0,982,16,58,10.921286789869953,High
1971,4338,Graduation,Single,39062.0,1,0,28,4,0,0,44,5,41,9.815195071868583,Average
1972,2452,Graduation,Together,34600.0,1,1,8,8,0,1,318,17,53,11.041752224503764,High
1973,9507,Graduation,Married,40794.0,0,1,18,7,0,0,434,16,49,10.537987679671458,High
1974,8360,2n Cycle,Married,54690.0,1,1,76,3,0,0,198,12,53,10.518822724161533,High
1975,10311,Graduation,Married,4428.0,0,1,0,1,0,0,359,25,55,10.688569472963723,High
1976,5117,2n Cycle,Married,32632.0,0,0,32,5,0,0,576,18,61,11.939767282683095,Low
1977,4867,PhD,Single,38236.0,1,1,2,7,0,0,88,11,56,10.324435318275153,High
1978,9289,Graduation,Married,36781.0,1,0,16,8,0,1,63,6,45,9.286789869952088,Average
1979,10913,Master,Single,31385.0,1,0,56,8,0,1,27,4,40,11.682409308692677,Low
1980,3032,Graduation,Married,24570.0,1,0,97,9,0,0,193,11,40,10.885694729637235,Average
1981,8524,PhD,Divorced,25509.0,1,0,15,9,0,1,101,9,50,11.329226557152635,Average
1982,3334,Graduation,Married,94642.0,0,0,35,1,0,0,2211,21,73,9.125256673511293,Average
1983,4470,Master,Married,58646.0,0,1,3,4,0,0,140,8,62,10.28062970568104,High
1984,1406,Graduation,Single,53201.0,1,1,49,7,0,0,415,22,49,10.124572210814511,Average
1985,8619,Graduation,Together,21994.0,0,1,4,5,0,0,22,4,67,11.063655030800822,High
1986,10821,Graduation,Married,57113.0,1,1,45,7,0,0,263,16,46,10.625598904859686,Average
1987,4552,Graduation,Married,51373.0,0,0,37,4,0,0,393,12,33,10.570841889117043,High
1988,898,Graduation,Married,23477.0,1,0,39,8,0,0,147,10,38,10.239561943874058,High
1989,9797,Graduation,Married,58116.0,0,1,38,2,0,0,443,16,68,9.763175906913073,High
1990,10949,PhD,Divorced,72968.0,0,0,8,3,0,1,1958,19,61,10.08624229979466,High
1991,8212,Master,Married,39791.0,0,1,89,7,0,0,174,10,53,10.806297056810404,High
1992,6248,Master,Single,91712.0,0,0,47,3,0,1,2217,27,77,10.250513347022586,High
1993,10164,Graduation,Single,94472.0,0,1,75,5,0,0,1691,16,66,9.872689938398358,Low
1994,4547,Graduation,Together,13672.0,1,1,86,8,0,0,25,6,64,10.751540041067761,Low
1995,6815,2n Cycle,Married,96547.0,0,0,4,2,0,1,809,21,44,9.653661875427789,Average
1996,4122,Graduation,Married,79205.0,0,0,73,4,0,1,895,16,49,11.383983572895277,Average
1997,10841,PhD,Together,56559.0,0,1,46,4,0,0,484,18,49,11.06091718001369,High
1998,5370,PhD,Married,32644.0,1,0,38,8,0,0,413,18,51,11.000684462696784,High
1999,176,2n Cycle,Single,67506.0,0,1,73,3,0,0,331,12,44,9.957563312799453,High
2000,4860,Graduation,Single,24206.0,1,0,66,6,0,0,25,5,54,10.455852156057494,Low
2001,10757,PhD,Divorced,28420.0,1,0,36,6,0,0,13,4,57,10.064339493497604,High
2002,4023,Graduation,Married,22979.0,1,0,29,8,0,1,115,10,54,11.605749486652977,Average
2003,6679,Graduation,Single,33279.0,0,0,29,3,0,0,16,4,58,9.114305270362765,Average
2004,9923,Master,Single,46423.0,1,1,6,7,0,0,92,9,52,10.329911019849419,High
2005,7181,Graduation,Married,30368.0,0,1,97,8,0,0,52,7,47,10.518822724161533,Low
2006,3599,Graduation,Married,63684.0,0,1,61,5,0,0,1464,23,54,11.14031485284052,Low
2007,405,Graduation,Divorced,41638.0,0,1,68,8,0,0,441,17,60,10.924024640657084,Low
2008,6870,PhD,Divorced,68805.0,0,1,73,2,0,0,283,12,65,10.33264887063655,Average
2009,832,PhD,Together,65814.0,0,1,90,5,0,0,747,23,58,9.952087611225188,Low
2010,2002,Graduation,Divorced,71964.0,0,0,81,3,0,0,1870,17,66,10.661190965092402,High
2011,3657,Graduation,Single,39146.0,1,0,1,8,0,0,165,11,38,10.921286789869953,Low
2012,500,Graduation,Together,96876.0,0,0,79,2,0,1,1941,24,47,10.609171800136892,Low
2013,1951,Basic,Married,34445.0,0,0,92,9,0,0,839,27,43,10.97056810403833,Average
2014,3262,Graduation,Single,68281.0,0,0,31,5,0,1,1655,25,66,11.526351813826146,High
2015,4102,2n Cycle,Married,37284.0,1,1,46,6,0,0,23,4,49,10.803559206023271,Low
2016,7042,Graduation,Married,36790.0,0,0,14,9,0,1,66,6,41,11.0362765229295,High
2017,10598,Graduation,Together,27943.0,1,1,89,8,0,0,37,8,57,10.757015742642025,Low
2018,255,Graduation,Divorced,22263.0,1,1,31,6,1,0,21,6,73,9.801505817932922,Low
2019,2375,Graduation,Together,30261.0,1,2,75,8,0,0,22,4,52,11.31006160164271,Average
2020,9829,Graduation,Together,28587.0,1,0,42,6,0,0,78,9,46,9.125256673511293,Average
2021,6214,Master,Married,43815.0,1,0,53,6,0,0,79,6,42,10.704996577686517,Average
2022,4954,Graduation,Married,48195.0,1,1,53,6,0,0,265,17,68,9.987679671457906,High
2023,7861,Master,Married,77027.0,0,1,23,4,0,0,1175,19,72,9.711156741957563,Low
2024,4837,PhD,Married,71322.0,0,1,57,4,0,0,1305,28,59,10.915811088295689,Average
2025,9423,Master,Married,32765.0,1,0,49,5,0,0,46,8,45,9.897330595482547,High
2026,4198,Graduation,Together,29672.0,1,1,6,6,0,0,25,4,59,10.121834360027378,Low
2027,153,Graduation,Divorced,23272.0,0,0,29,4,0,0,46,5,71,10.250513347022586,High
2028,9323,Master,Together,49912.0,0,1,5,8,0,1,874,26,75,11.523613963039015,Average
2029,10001,2n Cycle,Together,7500.0,1,0,98,9,0,0,100,10,39,12.02464065708419,Average
2030,3945,PhD,Widow,68117.0,0,1,80,6,0,1,930,25,77,10.288843258042437,Low
2031,3799,Graduation,Married,67225.0,0,1,4,5,0,0,868,23,69,10.140999315537304,High
2032,8625,Graduation,Married,17649.0,1,0,70,8,0,0,45,9,48,10.099931553730322,Average
2033,3491,Graduation,Together,55914.0,0,1,32,7,0,0,1260,29,49,10.718685831622176,Low
2034,983,Graduation,Married,40059.0,1,0,82,8,0,0,414,12,40,10.302532511978097,Average
2035,9119,Graduation,Together,60905.0,0,1,27,2,0,0,392,15,74,10.683093771389458,Average
2036,4786,Graduation,Married,75330.0,1,1,94,6,0,0,1109,29,47,11.770020533880903,Low
2037,5872,Graduation,Single,60689.0,0,1,23,3,0,0,639,22,73,11.028062970568104,Average
2038,6568,Graduation,Married,38680.0,1,0,97,7,0,0,79,6,40,10.806297056810404,High
2039,5628,Graduation,Together,61416.0,0,0,25,6,0,0,1665,24,42,10.458590006844627,High
2040,5631,Graduation,Single,49767.0,0,0,92,4,0,0,692,18,33,10.94592744695414,Low
2041,4974,Graduation,Single,83273.0,1,2,98,7,0,0,1392,29,54,11.31006160164271,Average
2042,8416,Graduation,Married,29009.0,1,0,19,6,0,0,44,7,43,10.132785763175907,High
2043,5454,Master,Married,45057.0,1,0,80,5,0,0,50,6,45,11.011635865845312,Low
2044,4095,Graduation,Married,37150.0,1,0,80,7,0,0,467,21,53,11.186858316221766,Average
2045,5474,Graduation,Single,43020.0,1,0,79,6,0,0,223,12,54,10.130047912388775,Average
2046,4268,Graduation,Married,53154.0,0,1,50,4,0,0,158,9,65,9.363449691991786,High
2047,10701,Graduation,Married,65308.0,0,0,60,4,0,0,1211,28,51,10.18754277891855,High
2048,3507,Graduation,Single,76467.0,1,0,44,6,0,1,1575,14,54,11.416837782340862,High
2049,2079,2n Cycle,Married,81044.0,0,0,0,1,0,0,1208,22,77,10.056125941136209,Low
2050,626,Graduation,Married,32871.0,1,1,28,4,0,0,43,5,73,10.3709787816564,Average
2051,4426,Graduation,Single,55801.0,1,1,35,7,0,0,527,21,49,10.318959616700889,Low
2052,2591,Graduation,Widow,76320.0,0,1,49,2,0,0,932,15,65,9.571526351813826,Average
2053,10509,Master,Single,36927.0,1,1,46,8,0,0,71,8,69,9.943874058863791,Average
2054,6382,Graduation,Together,48794.0,1,1,97,4,0,0,54,5,71,9.560574948665298,High
2055,6673,Graduation,Single,23478.0,0,0,51,8,0,0,129,7,59,10.830937713894592,High
2056,7441,Graduation,Divorced,71128.0,1,0,80,7,0,0,1615,27,51,11.603011635865846,Low
2057,1071,PhD,Divorced,70179.0,0,1,10,5,0,0,1034,26,48,10.491444216290212,High
2058,10061,Graduation,Married,59462.0,0,1,29,7,0,0,1088,25,74,10.713210130047912,Average
2060,8775,Graduation,Together,38361.0,1,0,74,7,0,0,137,10,55,10.056125941136209,Low
2062,2345,PhD,Together,70038.0,0,0,54,2,0,0,1244,17,42,10.22861054072553,Average
2063,322,Graduation,Together,42554.0,1,1,93,4,0,0,41,7,46,10.127310061601642,Low
2064,10897,Graduation,Married,67445.0,0,1,63,6,0,0,1174,32,50,11.107460643394935,Average
2065,123,Graduation,Widow,67046.0,0,1,92,2,0,0,993,15,73,10.628336755646817,Average
2066,6103,Graduation,Married,42192.0,0,0,40,4,0,0,100,7,76,10.60643394934976,Low
2067,7899,PhD,Married,77610.0,0,1,70,7,0,0,1680,17,72,11.21697467488022,Average
2068,10500,Graduation,Married,31761.0,1,0,96,5,0,0,98,9,40,9.705681040383299,High
2069,1655,Graduation,Together,34350.0,1,0,81,7,0,0,48,5,45,10.245037645448322,Average
2070,2406,Graduation,Together,54591.0,0,1,63,5,0,0,519,19,75,10.694045174537989,High
2071,2712,Graduation,Married,71866.0,0,1,85,3,0,0,715,20,68,10.061601642710473,High
2072,5517,Graduation,Married,25293.0,1,0,51,8,0,0,37,5,55,10.338124572210814,Low
2073,10643,PhD,Single,42000.0,0,0,23,5,0,1,653,20,37,10.294318959616701,Average
2074,2254,Graduation,Married,69520.0,0,0,95,5,0,0,1455,21,41,10.529774127310061,Low
2075,10281,Graduation,Divorced,64713.0,1,0,11,4,0,1,602,19,54,9.544147843942506,Average
2076,6958,Master,Married,27889.0,1,0,42,6,0,0,26,5,47,10.69678302532512,Low
2077,954,Basic,Widow,22123.0,0,0,77,5,0,0,102,7,64,9.809719370294319,Low
2080,4643,Graduation,Married,27803.0,1,0,40,8,0,0,176,9,51,11.392197125256674,Low
2082,6497,Graduation,Married,51651.0,0,1,32,8,0,0,433,17,64,11.51813826146475,High
2083,5396,Graduation,Married,68487.0,0,0,48,4,0,0,1366,30,36,11.008898015058179,Average
2085,1052,Graduation,Married,56796.0,0,1,24,7,0,0,1001,27,55,10.915811088295689,High
2086,2802,2n Cycle,Married,87000.0,0,0,61,2,0,0,961,18,32,11.08829568788501,High
2087,6343,Graduation,Married,79823.0,0,1,6,2,0,0,1518,23,65,9.79876796714579,High
2088,6507,Graduation,Single,30828.0,1,0,16,3,0,0,56,8,44,10.770704996577686,Low
2089,7901,Master,Married,34109.0,0,1,39,4,0,0,22,4,53,10.600958247775496,Low
